,miRNA,ceRNA,species,database,type
8907,hsa-let-7a-5p,KCNC1,Homo sapiens,RNAInter,miRNA-mRNA
8908,hsa-let-7a-5p,KCNC2,Homo sapiens,miRDB_6.0;RNAInter,miRNA-mRNA
8909,hsa-let-7a-5p,KCNC4,Homo sapiens,RNAInter,miRNA-mRNA
8910,hsa-let-7a-5p,KCND3,Homo sapiens,miRWalk,miRNA-mRNA
8911,hsa-let-7a-5p,KCNG3,Homo sapiens,RNAInter,miRNA-mRNA
8912,hsa-let-7a-5p,KCNIP2,Homo sapiens,miRWalk,miRNA-mRNA
8913,hsa-let-7a-5p,KCNJ11,Homo sapiens,miRDB_6.0;RNAInter,miRNA-mRNA
8914,hsa-let-7a-5p,KCNJ2,Homo sapiens,RNAInter,miRNA-mRNA
8915,hsa-let-7a-5p,KCNK1,Homo sapiens,RNAInter,miRNA-mRNA
8916,hsa-let-7a-5p,KCNK16,Homo sapiens,miRWalk,miRNA-mRNA
8917,hsa-let-7a-5p,KCNMB3,Homo sapiens,miRWalk,miRNA-mRNA
8918,hsa-let-7a-5p,KCNMB4,Homo sapiens,RNAInter,miRNA-mRNA
8919,hsa-let-7a-5p,KCNQ1OT1,Homo sapiens,RNAInter;ENCORI,miRNA-lncRNA
8920,hsa-let-7a-5p,KCNQ3,Homo sapiens,miRWalk,miRNA-mRNA
8921,hsa-let-7a-5p,KCNS3,Homo sapiens,miRWalk,miRNA-mRNA
8922,hsa-let-7a-5p,KCTD1,Homo sapiens,RNAInter;miRTarBase_9.0,miRNA-mRNA
8923,hsa-let-7a-5p,KCTD10,Homo sapiens,RNAInter,miRNA-mRNA
8924,hsa-let-7a-5p,KCTD13,Homo sapiens,RNAInter,miRNA-mRNA
8925,hsa-let-7a-5p,KCTD14,Homo sapiens,RNAInter,miRNA-mRNA
8926,hsa-let-7a-5p,KCTD17,Homo sapiens,miRDB_6.0,miRNA-mRNA
8927,hsa-let-7a-5p,KCTD2,Homo sapiens,RNAInter,miRNA-mRNA
8928,hsa-let-7a-5p,KCTD20,Homo sapiens,RNAInter,miRNA-mRNA
8929,hsa-let-7a-5p,KCTD21,Homo sapiens,miRDB_6.0;RNAInter;miRTarBase_9.0,miRNA-mRNA
8930,hsa-let-7a-5p,KCTD5,Homo sapiens,RNAInter,miRNA-mRNA
8931,hsa-let-7a-5p,KCTD9,Homo sapiens,RNAInter,miRNA-mRNA
8932,hsa-let-7a-5p,KDELR1,Homo sapiens,RNAInter;miRWalk,miRNA-mRNA
8933,hsa-let-7a-5p,KDM1B,Homo sapiens,RNAInter,miRNA-mRNA
8934,hsa-let-7a-5p,KDM2B,Homo sapiens,RNAInter,miRNA-mRNA
8935,hsa-let-7a-5p,KDM3A,Homo sapiens,miRDB_6.0;RNAInter,miRNA-mRNA
8936,hsa-let-7a-5p,KDM4D,Homo sapiens,miRWalk,miRNA-mRNA
8937,hsa-let-7a-5p,KDM5A,Homo sapiens,RNAInter,miRNA-mRNA
8938,hsa-let-7a-5p,KDM5C,Homo sapiens,RNAInter,miRNA-mRNA
8939,hsa-let-7a-5p,KDM6A,Homo sapiens,RNAInter,miRNA-mRNA
8940,hsa-let-7a-5p,KDM6B,Homo sapiens,RNAInter;miRTarBase_9.0,miRNA-mRNA
8941,hsa-let-7a-5p,KEAP1,Homo sapiens,miRWalk,miRNA-mRNA
8942,hsa-let-7a-5p,KHDC1,Homo sapiens,miRWalk,miRNA-mRNA
8943,hsa-let-7a-5p,KHK,Homo sapiens,RNAInter;miRWalk,miRNA-mRNA
8944,hsa-let-7a-5p,KHNYN,Homo sapiens,RNAInter,miRNA-mRNA
8945,hsa-let-7a-5p,KIAA0100,Homo sapiens,miRWalk,miRNA-mRNA
8946,hsa-let-7a-5p,KIAA0319L,Homo sapiens,RNAInter,miRNA-mRNA
8947,hsa-let-7a-5p,KIAA0391,Homo sapiens,RNAInter;miRTarBase_9.0,miRNA-mRNA
8948,hsa-let-7a-5p,KIAA0586,Homo sapiens,miRWalk,miRNA-mRNA
8949,hsa-let-7a-5p,KIAA0895,Homo sapiens,RNAInter,miRNA-mRNA
8950,hsa-let-7a-5p,KIAA0895L,Homo sapiens,RNAInter,miRNA-mRNA
8951,hsa-let-7a-5p,KIAA0930,Homo sapiens,miRDB_6.0;RNAInter;miRTarBase_9.0,miRNA-mRNA
8952,hsa-let-7a-5p,KIAA1143,Homo sapiens,miRTarBase_9.0,miRNA-mRNA
8953,hsa-let-7a-5p,KIAA1147,Homo sapiens,RNAInter;miRTarBase_9.0,miRNA-mRNA
8954,hsa-let-7a-5p,KIAA1328,Homo sapiens,RNAInter;miRTarBase_9.0,miRNA-mRNA
8955,hsa-let-7a-5p,KIAA1671,Homo sapiens,miRWalk,miRNA-mRNA
8956,hsa-let-7a-5p,KIAA1841,Homo sapiens,RNAInter,miRNA-mRNA
8957,hsa-let-7a-5p,KIAA1958,Homo sapiens,miRDB_6.0;miRWalk;RNAInter,miRNA-mRNA
8958,hsa-let-7a-5p,KIAA2026,Homo sapiens,RNAInter;miRTarBase_9.0,miRNA-mRNA
8959,hsa-let-7a-5p,KIF11,Homo sapiens,RNAInter,miRNA-mRNA
8960,hsa-let-7a-5p,KIF14,Homo sapiens,RNAInter,miRNA-mRNA
8961,hsa-let-7a-5p,KIF1B,Homo sapiens,RNAInter,miRNA-mRNA
8962,hsa-let-7a-5p,KIF1BP,Homo sapiens,RNAInter,miRNA-mRNA
8963,hsa-let-7a-5p,KIF21A,Homo sapiens,RNAInter;miRWalk,miRNA-mRNA
8964,hsa-let-7a-5p,KIF21B,Homo sapiens,RNAInter;miRWalk,miRNA-mRNA
8965,hsa-let-7a-5p,KIF23,Homo sapiens,miRWalk,miRNA-mRNA
8966,hsa-let-7a-5p,KIF27,Homo sapiens,RNAInter;miRTarBase_9.0,miRNA-mRNA
8967,hsa-let-7a-5p,KIF2A,Homo sapiens,RNAInter,miRNA-mRNA
8968,hsa-let-7a-5p,KIF3B,Homo sapiens,RNAInter,miRNA-mRNA
8969,hsa-let-7a-5p,KIF3C,Homo sapiens,RNAInter,miRNA-mRNA
8970,hsa-let-7a-5p,KIF5B,Homo sapiens,RNAInter,miRNA-mRNA
8971,hsa-let-7a-5p,KIF5C,Homo sapiens,RNAInter,miRNA-mRNA
8972,hsa-let-7a-5p,KIF9,Homo sapiens,miRWalk,miRNA-mRNA
8973,hsa-let-7a-5p,KIFAP3,Homo sapiens,miRWalk,miRNA-mRNA
8974,hsa-let-7a-5p,KIFC2,Homo sapiens,RNAInter,miRNA-mRNA
8975,hsa-let-7a-5p,KLF3,Homo sapiens,RNAInter,miRNA-mRNA
8976,hsa-let-7a-5p,KLF4,Homo sapiens,RNAInter,miRNA-mRNA
8977,hsa-let-7a-5p,KLF5,Homo sapiens,RNAInter,miRNA-mRNA
8978,hsa-let-7a-5p,KLF8,Homo sapiens,miRDB_6.0,miRNA-mRNA
8979,hsa-let-7a-5p,KLF9,Homo sapiens,miRDB_6.0;miRWalk;RNAInter,miRNA-mRNA
8980,hsa-let-7a-5p,KLHDC8B,Homo sapiens,miRDB_6.0;RNAInter;miRTarBase_9.0,miRNA-mRNA
8981,hsa-let-7a-5p,KLHL1,Homo sapiens,miRWalk,miRNA-mRNA
8982,hsa-let-7a-5p,KLHL13,Homo sapiens,RNAInter,miRNA-mRNA
8983,hsa-let-7a-5p,KLHL14,Homo sapiens,RNAInter,miRNA-mRNA
8984,hsa-let-7a-5p,KLHL18,Homo sapiens,RNAInter,miRNA-mRNA
8985,hsa-let-7a-5p,KLHL2,Homo sapiens,miRWalk,miRNA-mRNA
8986,hsa-let-7a-5p,KLHL23,Homo sapiens,RNAInter,miRNA-mRNA
8987,hsa-let-7a-5p,KLHL24,Homo sapiens,RNAInter,miRNA-mRNA
8988,hsa-let-7a-5p,KLHL26,Homo sapiens,RNAInter,miRNA-mRNA
8989,hsa-let-7a-5p,KLHL3,Homo sapiens,RNAInter,miRNA-mRNA
8990,hsa-let-7a-5p,KLHL30,Homo sapiens,RNAInter,miRNA-mRNA
8991,hsa-let-7a-5p,KLHL31,Homo sapiens,miRDB_6.0;miRWalk;RNAInter,miRNA-mRNA
8992,hsa-let-7a-5p,KLHL32,Homo sapiens,miRWalk,miRNA-mRNA
8993,hsa-let-7a-5p,KLHL42,Homo sapiens,RNAInter,miRNA-mRNA
8994,hsa-let-7a-5p,KLHL5,Homo sapiens,RNAInter,miRNA-mRNA
8995,hsa-let-7a-5p,KLHL6,Homo sapiens,RNAInter,miRNA-mRNA
8996,hsa-let-7a-5p,KLHL8,Homo sapiens,RNAInter;miRWalk,miRNA-mRNA
8997,hsa-let-7a-5p,KLLN,Homo sapiens,miRWalk,miRNA-mRNA
8998,hsa-let-7a-5p,KMT2A,Homo sapiens,RNAInter,miRNA-mRNA
8999,hsa-let-7a-5p,KMT2D,Homo sapiens,RNAInter;miRTarBase_9.0,miRNA-mRNA
9000,hsa-let-7a-5p,KMT5B,Homo sapiens,RNAInter,miRNA-mRNA
9001,hsa-let-7a-5p,KNCN,Homo sapiens,miRWalk,miRNA-mRNA
9002,hsa-let-7a-5p,KPNA1,Homo sapiens,RNAInter,miRNA-mRNA
9003,hsa-let-7a-5p,KPNA2,Homo sapiens,RNAInter,miRNA-mRNA
9004,hsa-let-7a-5p,KPNA4,Homo sapiens,RNAInter,miRNA-mRNA
9005,hsa-let-7a-5p,KPNA5,Homo sapiens,RNAInter;miRTarBase_9.0,miRNA-mRNA
9006,hsa-let-7a-5p,KPNA6,Homo sapiens,RNAInter;miRTarBase_9.0,miRNA-mRNA
9007,hsa-let-7a-5p,KPNA7,Homo sapiens,miRWalk,miRNA-mRNA
9008,hsa-let-7a-5p,KPNB1,Homo sapiens,miRWalk,miRNA-mRNA
9009,hsa-let-7a-5p,KRAS,Homo sapiens,RNAInter;miRTarBase_9.0,miRNA-mRNA
9010,hsa-let-7a-5p,KRBA1,Homo sapiens,RNAInter,miRNA-mRNA
9011,hsa-let-7a-5p,KRCC1,Homo sapiens,miRWalk,miRNA-mRNA
9012,hsa-let-7a-5p,KREMEN1,Homo sapiens,RNAInter;miRTarBase_9.0,miRNA-mRNA
9013,hsa-let-7a-5p,KRR1,Homo sapiens,RNAInter,miRNA-mRNA
9014,hsa-let-7a-5p,KRT23,Homo sapiens,miRWalk,miRNA-mRNA
9015,hsa-let-7a-5p,KRT31,Homo sapiens,miRWalk,miRNA-mRNA
9016,hsa-let-7a-5p,KRTAP1-5,Homo sapiens,miRWalk,miRNA-mRNA
9017,hsa-let-7a-5p,KRTAP12-1,Homo sapiens,miRWalk,miRNA-mRNA
9018,hsa-let-7a-5p,KRTAP12-2,Homo sapiens,miRWalk,miRNA-mRNA
9019,hsa-let-7a-5p,KRTAP19-1,Homo sapiens,RNAInter;miRTarBase_9.0,miRNA-mRNA
9020,hsa-let-7a-5p,KRTAP19-2,Homo sapiens,miRWalk,miRNA-mRNA
9021,hsa-let-7a-5p,KRTAP22-1,Homo sapiens,miRWalk,miRNA-mRNA
9022,hsa-let-7a-5p,KRTAP26-1,Homo sapiens,miRWalk,miRNA-mRNA
9023,hsa-let-7a-5p,KXD1,Homo sapiens,miRWalk,miRNA-mRNA
9024,hsa-let-7a-5p,KYAT3,Homo sapiens,miRWalk,miRNA-mRNA
9025,hsa-let-7a-5p,L2HGDH,Homo sapiens,RNAInter,miRNA-mRNA
9026,hsa-let-7a-5p,L3HYPDH,Homo sapiens,RNAInter,miRNA-mRNA
9027,hsa-let-7a-5p,LACTB,Homo sapiens,RNAInter,miRNA-mRNA
9028,hsa-let-7a-5p,LAMA1,Homo sapiens,RNAInter,miRNA-mRNA
9029,hsa-let-7a-5p,LAMA5,Homo sapiens,RNAInter,miRNA-mRNA
9030,hsa-let-7a-5p,LAMB1,Homo sapiens,RNAInter,miRNA-mRNA
9031,hsa-let-7a-5p,LAMC1,Homo sapiens,RNAInter,miRNA-mRNA
9032,hsa-let-7a-5p,LAMP1,Homo sapiens,RNAInter,miRNA-mRNA
9033,hsa-let-7a-5p,LAMP2,Homo sapiens,miRDB_6.0;RNAInter,miRNA-mRNA
9034,hsa-let-7a-5p,LAP3,Homo sapiens,miRWalk,miRNA-mRNA
9035,hsa-let-7a-5p,LAPTM4B,Homo sapiens,RNAInter,miRNA-mRNA
9036,hsa-let-7a-5p,LARGE1,Homo sapiens,miRWalk,miRNA-mRNA
9037,hsa-let-7a-5p,LARP1,Homo sapiens,RNAInter;miRTarBase_9.0,miRNA-mRNA
9038,hsa-let-7a-5p,LASP1,Homo sapiens,RNAInter,miRNA-mRNA
9039,hsa-let-7a-5p,LATS2,Homo sapiens,RNAInter,miRNA-mRNA
9040,hsa-let-7a-5p,LBH,Homo sapiens,RNAInter,miRNA-mRNA
9041,hsa-let-7a-5p,LBR,Homo sapiens,miRDB_6.0;RNAInter,miRNA-mRNA
9042,hsa-let-7a-5p,LCE3E,Homo sapiens,miRWalk,miRNA-mRNA
9043,hsa-let-7a-5p,LCN6,Homo sapiens,miRWalk,miRNA-mRNA
9044,hsa-let-7a-5p,LCNL1,Homo sapiens,miRWalk,miRNA-mRNA
9045,hsa-let-7a-5p,LCOR,Homo sapiens,RNAInter,miRNA-mRNA
9046,hsa-let-7a-5p,LCORL,Homo sapiens,RNAInter,miRNA-mRNA
9047,hsa-let-7a-5p,LCP1,Homo sapiens,RNAInter,miRNA-mRNA
9048,hsa-let-7a-5p,LCTL,Homo sapiens,miRWalk,miRNA-mRNA
9049,hsa-let-7a-5p,LDAF1,Homo sapiens,miRWalk,miRNA-mRNA
9050,hsa-let-7a-5p,LDAH,Homo sapiens,RNAInter,miRNA-mRNA
9051,hsa-let-7a-5p,LDB2,Homo sapiens,miRWalk,miRNA-mRNA
9052,hsa-let-7a-5p,LDHA,Homo sapiens,RNAInter;miRWalk,miRNA-mRNA
9053,hsa-let-7a-5p,LDHAL6A,Homo sapiens,miRWalk,miRNA-mRNA
9054,hsa-let-7a-5p,LDLR,Homo sapiens,RNAInter,miRNA-mRNA
9055,hsa-let-7a-5p,LDOC1,Homo sapiens,RNAInter,miRNA-mRNA
9056,hsa-let-7a-5p,LECT2,Homo sapiens,RNAInter,miRNA-mRNA
9057,hsa-let-7a-5p,LEFTY1,Homo sapiens,RNAInter;miRTarBase_9.0,miRNA-mRNA
9058,hsa-let-7a-5p,LEFTY2,Homo sapiens,miRWalk,miRNA-mRNA
9059,hsa-let-7a-5p,LENG8,Homo sapiens,RNAInter,miRNA-mRNA
9060,hsa-let-7a-5p,LEPROTL1,Homo sapiens,miRDB_6.0;RNAInter,miRNA-mRNA
9061,hsa-let-7a-5p,LETM1,Homo sapiens,RNAInter,miRNA-mRNA
9062,hsa-let-7a-5p,LETMD1,Homo sapiens,RNAInter,miRNA-mRNA
9063,hsa-let-7a-5p,LEUTX,Homo sapiens,miRWalk,miRNA-mRNA
9064,hsa-let-7a-5p,LGALS3BP,Homo sapiens,RNAInter,miRNA-mRNA
9065,hsa-let-7a-5p,LGALS8,Homo sapiens,miRWalk,miRNA-mRNA
9066,hsa-let-7a-5p,LGI4,Homo sapiens,miRWalk,miRNA-mRNA
9067,hsa-let-7a-5p,LGMN,Homo sapiens,RNAInter;miRWalk,miRNA-mRNA
9068,hsa-let-7a-5p,LGR4,Homo sapiens,RNAInter,miRNA-mRNA
9069,hsa-let-7a-5p,LHFPL2,Homo sapiens,RNAInter;miRTarBase_9.0,miRNA-mRNA
9070,hsa-let-7a-5p,LHFPL5,Homo sapiens,miRWalk,miRNA-mRNA
9071,hsa-let-7a-5p,LHX1,Homo sapiens,miRWalk,miRNA-mRNA
9072,hsa-let-7a-5p,LHX4,Homo sapiens,RNAInter,miRNA-mRNA
9073,hsa-let-7a-5p,LHX9,Homo sapiens,RNAInter,miRNA-mRNA
9074,hsa-let-7a-5p,LIFR,Homo sapiens,RNAInter,miRNA-mRNA
9075,hsa-let-7a-5p,LIG1,Homo sapiens,RNAInter,miRNA-mRNA
9076,hsa-let-7a-5p,LIG4,Homo sapiens,miRWalk,miRNA-mRNA
9077,hsa-let-7a-5p,LILRB4,Homo sapiens,RNAInter;miRTarBase_9.0,miRNA-mRNA
9078,hsa-let-7a-5p,LIMA1,Homo sapiens,RNAInter;miRWalk,miRNA-mRNA
9079,hsa-let-7a-5p,LIMD1,Homo sapiens,RNAInter,miRNA-mRNA
9080,hsa-let-7a-5p,LIMD2,Homo sapiens,miRDB_6.0;RNAInter;miRTarBase_9.0,miRNA-mRNA
9081,hsa-let-7a-5p,LIMK2,Homo sapiens,RNAInter,miRNA-mRNA
9082,hsa-let-7a-5p,LIMS1,Homo sapiens,RNAInter,miRNA-mRNA
9083,hsa-let-7a-5p,LIMS2,Homo sapiens,miRWalk,miRNA-mRNA
9084,hsa-let-7a-5p,LIN28A,Homo sapiens,miRDB_6.0;RNAInter;miRTarBase_9.0,miRNA-mRNA
9085,hsa-let-7a-5p,LIN28B,Homo sapiens,miRDB_6.0;RNAInter;miRTarBase_9.0,miRNA-mRNA
9086,hsa-let-7a-5p,LIN9,Homo sapiens,miRWalk,miRNA-mRNA
9087,hsa-let-7a-5p,LINC00265,Homo sapiens,RNAInter;ENCORI,miRNA-lncRNA
9088,hsa-let-7a-5p,LINC00294,Homo sapiens,RNAInter;ENCORI,miRNA-lncRNA
9089,hsa-let-7a-5p,LINC00472,Homo sapiens,RNAInter,miRNA-lncRNA
9090,hsa-let-7a-5p,LINC00665,Homo sapiens,RNAInter;ENCORI,miRNA-lncRNA
9091,hsa-let-7a-5p,LINC00885,Homo sapiens,RNAInter;ENCORI,miRNA-lncRNA
9092,hsa-let-7a-5p,LINC00894,Homo sapiens,ENCORI,miRNA-lncRNA
9093,hsa-let-7a-5p,LINC00963,Homo sapiens,ENCORI,miRNA-lncRNA
9094,hsa-let-7a-5p,LINC01001,Homo sapiens,ENCORI,miRNA-lncRNA
9095,hsa-let-7a-5p,LINC01678,Homo sapiens,ENCORI,miRNA-lncRNA
9096,hsa-let-7a-5p,LINC01806,Homo sapiens,RNAInter;ENCORI,miRNA-lncRNA
9097,hsa-let-7a-5p,LINC01978,Homo sapiens,ENCORI,miRNA-lncRNA
9098,hsa-let-7a-5p,LINC02242,Homo sapiens,RNAInter;ENCORI,miRNA-lncRNA
9099,hsa-let-7a-5p,LINC02381,Homo sapiens,RNAInter;ENCORI,miRNA-lncRNA
9100,hsa-let-7a-5p,LINC02432,Homo sapiens,ENCORI,miRNA-lncRNA
9101,hsa-let-7a-5p,LINGO1,Homo sapiens,miRDB_6.0;RNAInter,miRNA-mRNA
9102,hsa-let-7a-5p,LIPA,Homo sapiens,RNAInter,miRNA-mRNA
9103,hsa-let-7a-5p,LIPC,Homo sapiens,miRWalk,miRNA-mRNA
9104,hsa-let-7a-5p,LIPH,Homo sapiens,miRDB_6.0;RNAInter,miRNA-mRNA
9105,hsa-let-7a-5p,LIPT2,Homo sapiens,miRDB_6.0;RNAInter,miRNA-mRNA
9106,hsa-let-7a-5p,LITAFD,Homo sapiens,miRWalk,miRNA-mRNA
9107,hsa-let-7a-5p,LIX1L,Homo sapiens,RNAInter;miRTarBase_9.0,miRNA-mRNA
9108,hsa-let-7a-5p,LLGL2,Homo sapiens,RNAInter,miRNA-mRNA
9109,hsa-let-7a-5p,LMAN2L,Homo sapiens,RNAInter,miRNA-mRNA
9110,hsa-let-7a-5p,LMBR1,Homo sapiens,RNAInter,miRNA-mRNA
9111,hsa-let-7a-5p,LMBR1L,Homo sapiens,RNAInter,miRNA-mRNA
9112,hsa-let-7a-5p,LMCD1-AS1,Homo sapiens,ENCORI,miRNA-lncRNA
9113,hsa-let-7a-5p,LMLN,Homo sapiens,RNAInter,miRNA-mRNA
9114,hsa-let-7a-5p,LMNA,Homo sapiens,RNAInter;miRTarBase_9.0,miRNA-mRNA
9115,hsa-let-7a-5p,LMNB1,Homo sapiens,RNAInter,miRNA-mRNA
9116,hsa-let-7a-5p,LMO3,Homo sapiens,miRWalk,miRNA-mRNA
9117,hsa-let-7a-5p,LMO4,Homo sapiens,RNAInter,miRNA-mRNA
9118,hsa-let-7a-5p,LMO7,Homo sapiens,miRWalk,miRNA-mRNA
9119,hsa-let-7a-5p,LMOD2,Homo sapiens,miRWalk,miRNA-mRNA
9120,hsa-let-7a-5p,LMTK2,Homo sapiens,RNAInter,miRNA-mRNA
9121,hsa-let-7a-5p,LNPK,Homo sapiens,RNAInter,miRNA-mRNA
9122,hsa-let-7a-5p,LNX1,Homo sapiens,RNAInter,miRNA-mRNA
9123,hsa-let-7a-5p,LNX2,Homo sapiens,miRWalk,miRNA-mRNA
9124,hsa-let-7a-5p,LOC100132215,Homo sapiens,RNAInter,miRNA-lncRNA
9125,hsa-let-7a-5p,LOC100421372,Homo sapiens,miRWalk,miRNA-mRNA
9126,hsa-let-7a-5p,LOC100506606,Homo sapiens,RNAInter,miRNA-lncRNA
9127,hsa-let-7a-5p,LOC100507291,Homo sapiens,RNAInter,miRNA-lncRNA
9128,hsa-let-7a-5p,LOC101927267,Homo sapiens,RNAInter,miRNA-lncRNA
9129,hsa-let-7a-5p,LOC101928100,Homo sapiens,RNAInter,miRNA-lncRNA
9130,hsa-let-7a-5p,LOC102724334,Homo sapiens,miRWalk,miRNA-mRNA
9131,hsa-let-7a-5p,LOC105369921,Homo sapiens,RNAInter,miRNA-lncRNA
9132,hsa-let-7a-5p,LOC105371267,Homo sapiens,miRWalk,miRNA-mRNA
9133,hsa-let-7a-5p,LOC105372482,Homo sapiens,RNAInter,miRNA-lncRNA
9134,hsa-let-7a-5p,LOC124902392,Homo sapiens,miRWalk,miRNA-mRNA
9135,hsa-let-7a-5p,LOC441239,Homo sapiens,miRWalk,miRNA-mRNA
9136,hsa-let-7a-5p,LOC93622,Homo sapiens,miRWalk,miRNA-mRNA
9137,hsa-let-7a-5p,LONRF2,Homo sapiens,RNAInter,miRNA-mRNA
9138,hsa-let-7a-5p,LOXHD1,Homo sapiens,miRWalk,miRNA-mRNA
9139,hsa-let-7a-5p,LOXL2,Homo sapiens,miRWalk,miRNA-mRNA
9140,hsa-let-7a-5p,LPAR2,Homo sapiens,miRWalk,miRNA-mRNA
9141,hsa-let-7a-5p,LPAR4,Homo sapiens,miRWalk,miRNA-mRNA
9142,hsa-let-7a-5p,LPAR5,Homo sapiens,miRWalk,miRNA-mRNA
9143,hsa-let-7a-5p,LPGAT1,Homo sapiens,miRDB_6.0;RNAInter,miRNA-mRNA
9144,hsa-let-7a-5p,LRATD2,Homo sapiens,RNAInter;miRWalk,miRNA-mRNA
9145,hsa-let-7a-5p,LRCH4,Homo sapiens,RNAInter,miRNA-mRNA
9146,hsa-let-7a-5p,LRFN4,Homo sapiens,RNAInter;miRWalk,miRNA-mRNA
9147,hsa-let-7a-5p,LRIG1,Homo sapiens,RNAInter,miRNA-mRNA
9148,hsa-let-7a-5p,LRIG2,Homo sapiens,miRDB_6.0;RNAInter,miRNA-mRNA
9149,hsa-let-7a-5p,LRIG3,Homo sapiens,miRDB_6.0;RNAInter;miRTarBase_9.0,miRNA-mRNA
9150,hsa-let-7a-5p,LRP11,Homo sapiens,RNAInter,miRNA-mRNA
9151,hsa-let-7a-5p,LRP12,Homo sapiens,RNAInter,miRNA-mRNA
9152,hsa-let-7a-5p,LRP1B,Homo sapiens,RNAInter,miRNA-mRNA
9153,hsa-let-7a-5p,LRP6,Homo sapiens,RNAInter,miRNA-mRNA
9154,hsa-let-7a-5p,LRP8,Homo sapiens,RNAInter,miRNA-mRNA
9155,hsa-let-7a-5p,LRRC17,Homo sapiens,RNAInter,miRNA-mRNA
9156,hsa-let-7a-5p,LRRC20,Homo sapiens,RNAInter;miRTarBase_9.0,miRNA-mRNA
9157,hsa-let-7a-5p,LRRC28,Homo sapiens,RNAInter,miRNA-mRNA
9158,hsa-let-7a-5p,LRRC3,Homo sapiens,RNAInter,miRNA-mRNA
9159,hsa-let-7a-5p,LRRC37A2,Homo sapiens,RNAInter;miRTarBase_9.0,miRNA-mRNA
9160,hsa-let-7a-5p,LRRC37A3,Homo sapiens,RNAInter;miRWalk,miRNA-mRNA
9161,hsa-let-7a-5p,LRRC3B,Homo sapiens,miRWalk,miRNA-mRNA
9162,hsa-let-7a-5p,LRRC41,Homo sapiens,RNAInter,miRNA-mRNA
9163,hsa-let-7a-5p,LRRC42,Homo sapiens,RNAInter;miRWalk;miRTarBase_9.0,miRNA-mRNA
9164,hsa-let-7a-5p,LRRC46,Homo sapiens,miRWalk,miRNA-mRNA
9165,hsa-let-7a-5p,LRRC49,Homo sapiens,miRWalk,miRNA-mRNA
9166,hsa-let-7a-5p,LRRC55,Homo sapiens,miRWalk,miRNA-mRNA
9167,hsa-let-7a-5p,LRRC59,Homo sapiens,RNAInter,miRNA-mRNA
9168,hsa-let-7a-5p,LRRC71,Homo sapiens,miRWalk,miRNA-mRNA
9169,hsa-let-7a-5p,LRRC8B,Homo sapiens,RNAInter;miRWalk,miRNA-mRNA
9170,hsa-let-7a-5p,LRRC8D,Homo sapiens,miRWalk,miRNA-mRNA
9171,hsa-let-7a-5p,LRRFIP1,Homo sapiens,RNAInter,miRNA-mRNA
9172,hsa-let-7a-5p,LRRN3,Homo sapiens,miRWalk,miRNA-mRNA
9173,hsa-let-7a-5p,LRRTM1,Homo sapiens,miRWalk,miRNA-mRNA
9174,hsa-let-7a-5p,LRRTM4,Homo sapiens,miRWalk,miRNA-mRNA
9175,hsa-let-7a-5p,LRTM1,Homo sapiens,miRWalk,miRNA-mRNA
9176,hsa-let-7a-5p,LSM11,Homo sapiens,RNAInter,miRNA-mRNA
9177,hsa-let-7a-5p,LSM6,Homo sapiens,RNAInter,miRNA-mRNA
9178,hsa-let-7a-5p,LSS,Homo sapiens,RNAInter,miRNA-mRNA
9179,hsa-let-7a-5p,LTA,Homo sapiens,miRWalk,miRNA-mRNA
9180,hsa-let-7a-5p,LTA4H,Homo sapiens,RNAInter;miRTarBase_9.0,miRNA-mRNA
9181,hsa-let-7a-5p,LTB4R,Homo sapiens,miRWalk,miRNA-mRNA
9182,hsa-let-7a-5p,LTBP1,Homo sapiens,RNAInter,miRNA-mRNA
9183,hsa-let-7a-5p,LTBP2,Homo sapiens,RNAInter,miRNA-mRNA
9184,hsa-let-7a-5p,LTN1,Homo sapiens,RNAInter,miRNA-mRNA
9185,hsa-let-7a-5p,LTV1,Homo sapiens,miRWalk,miRNA-mRNA
9186,hsa-let-7a-5p,LUC7L,Homo sapiens,miRWalk,miRNA-mRNA
9187,hsa-let-7a-5p,LUC7L2,Homo sapiens,RNAInter,miRNA-mRNA
9188,hsa-let-7a-5p,LUC7L3,Homo sapiens,RNAInter,miRNA-mRNA
9189,hsa-let-7a-5p,LUZP2,Homo sapiens,miRWalk,miRNA-mRNA
9190,hsa-let-7a-5p,LUZP6,Homo sapiens,RNAInter,miRNA-mRNA
9191,hsa-let-7a-5p,LY6K,Homo sapiens,RNAInter,miRNA-mRNA
9192,hsa-let-7a-5p,LYN,Homo sapiens,RNAInter;miRTarBase_9.0,miRNA-mRNA
9193,hsa-let-7a-5p,LYPD1,Homo sapiens,RNAInter,miRNA-mRNA
9194,hsa-let-7a-5p,LYPD3,Homo sapiens,RNAInter,miRNA-mRNA
9195,hsa-let-7a-5p,LYPD4,Homo sapiens,miRWalk,miRNA-mRNA
9196,hsa-let-7a-5p,LYPD5,Homo sapiens,RNAInter,miRNA-mRNA
9197,hsa-let-7a-5p,LYPD6,Homo sapiens,RNAInter;miRWalk,miRNA-mRNA
9198,hsa-let-7a-5p,LYPLA1,Homo sapiens,RNAInter,miRNA-mRNA
9199,hsa-let-7a-5p,LYPLA2,Homo sapiens,RNAInter,miRNA-mRNA
9200,hsa-let-7a-5p,LYRM2,Homo sapiens,RNAInter,miRNA-mRNA
